"Latest: Time (s)","Latest: Acceleration (m/s²)","Run 1: Time (s)","Run 1: Acceleration (m/s²)"
23.84,0.156692621529,23.84,0.242128434882
23.86,0.100712157548,23.86,0.0461968109499
23.88,0.0447316935678,23.88,0.242128434882
23.9,0.128702389538,23.9,0.0741870429402
23.92,0.100712157548,23.92,-0.065764117011
23.94,0.128702389538,23.94,0.10217727493
23.96,0.072721925558,23.96,0.130167506921
23.98,0.128702389538,23.98,-0.065764117011
24,0.128702389538,24,-0.233705508952
24.02,0.156692621529,24.02,-0.0937543490012
24.04,0.128702389538,24.04,-0.205715276962
24.06,0.184682853519,24.06,-0.289685972933
24.08,0.128702389538,24.08,-0.121744580991
24.1,0.184682853519,24.1,-0.149734812982
24.12,0.156692621529,24.12,-0.317676204923
24.14,0.100712157548,24.14,-0.261695740943
24.16,0.072721925558,24.16,-0.569588292835
24.18,0.072721925558,24.18,-0.345666436913
24.2,0.0447316935678,24.2,-0.485617596864
24.22,0.128702389538,24.22,-0.429637132884
24.24,0.072721925558,24.24,-0.569588292835
24.26,0.156692621529,24.26,-0.429637132884
24.28,0.0447316935678,24.28,-0.653558988806
24.3,0.0447316935678,24.3,-0.541598060845
24.32,0.100712157548,24.32,-0.625568756816
24.34,0.100712157548,24.34,-0.597578524825
24.36,0.072721925558,24.36,-0.625568756816
24.38,0.0167414615775,24.38,-0.513607828855
24.4,0.072721925558,24.4,-0.653558988806
24.42,-0.0112487704127,24.42,-0.597578524825
24.44,0.0167414615775,24.44,-0.569588292835
24.46,-0.0672292343932,24.46,-0.625568756816
24.48,-0.0112487704127,24.48,-0.569588292835
24.5,-0.0672292343932,24.5,-0.597578524825
24.52,-0.0952194663834,24.52,-0.569588292835
24.54,-0.0672292343932,24.54,-0.541598060845
24.56,-0.123209698374,24.56,-0.513607828855
24.58,-0.151199930364,24.58,-0.457627364874
24.6,-0.0672292343932,24.6,-0.429637132884
24.62,-0.179190162354,24.62,-0.429637132884
24.64,-0.235170626335,24.64,-0.429637132884
24.66,-0.207180394344,24.66,-0.401646900894
24.68,-0.263160858325,24.68,-0.345666436913
24.7,-0.207180394344,24.7,-0.317676204923
24.72,-0.235170626335,24.72,-0.317676204923
24.74,-0.207180394344,24.74,-0.317676204923
24.76,-0.291151090315,24.76,-0.233705508952
24.78,-0.235170626335,24.78,-0.261695740943
24.8,-0.291151090315,24.8,-0.0377738850208
24.82,-0.263160858325,24.82,-0.345666436913
24.84,-0.319141322305,24.84,-0.261695740943
24.86,-0.375121786286,24.86,0.0182065789597
24.88,-0.319141322305,24.88,-0.149734812982
24.9,-0.459092482256,24.9,0.10217727493
24.92,-0.375121786286,24.92,-0.0377738850208
24.94,-0.431102250266,24.94,-0.00978365303054
24.96,-0.403112018276,24.96,-0.00978365303054
24.98,-0.403112018276,24.98,0.10217727493
25,-0.487082714247,25,0.0741870429402
25.02,-0.515072946237,25.02,0.186147970901
25.04,-0.431102250266,25.04,0.10217727493
25.06,-0.459092482256,25.06,0.214138202891
25.08,-0.487082714247,25.08,0.354089362842
25.1,-0.487082714247,25.1,0.214138202891
25.12,-0.515072946237,25.12,0.382079594833
25.14,-0.459092482256,25.14,0.438060058813
25.16,-0.543063178227,25.16,0.382079594833
25.18,-0.487082714247,25.18,0.326099130852
25.2,-0.571053410217,25.2,0.382079594833
25.22,-0.571053410217,25.22,0.298108898862
25.24,-0.543063178227,25.24,0.354089362842
25.26,-0.543063178227,25.26,0.410069826823
25.28,-0.515072946237,25.28,0.466050290803
25.3,-0.515072946237,25.3,0.410069826823
25.32,-0.431102250266,25.32,0.466050290803
25.34,-0.487082714247,25.34,0.410069826823
25.36,-0.515072946237,25.36,0.438060058813
25.38,-0.431102250266,25.38,0.438060058813
25.4,-0.487082714247,25.4,0.410069826823
25.42,-0.459092482256,25.42,0.438060058813
25.44,-0.459092482256,25.44,0.382079594833
25.46,-0.431102250266,25.46,0.494040522794
25.48,-0.431102250266,25.48,0.410069826823
25.5,-0.431102250266,25.5,0.382079594833
25.52,-0.403112018276,25.52,0.242128434882
25.54,-0.515072946237,25.54,0.354089362842
25.56,-0.459092482256,25.56,0.326099130852
25.58,-0.431102250266,25.58,0.298108898862
25.6,-0.431102250266,25.6,0.242128434882
25.62,-0.263160858325,25.62,0.382079594833
25.64,-0.375121786286,25.64,0.242128434882
25.66,-0.235170626335,25.66,0.0741870429402
25.68,-0.403112018276,25.68,0.214138202891
25.7,-0.319141322305,25.7,0.158157738911
25.72,-0.235170626335,25.72,0.130167506921
25.74,-0.263160858325,25.74,0.242128434882
25.76,-0.235170626335,25.76,0.0182065789597
25.78,-0.263160858325,25.78,0.0182065789597
25.8,-0.263160858325,25.8,0.0461968109499
25.82,-0.235170626335,25.82,-0.065764117011
25.84,-0.179190162354,25.84,-0.149734812982
25.86,-0.151199930364,25.86,-0.233705508952
25.88,-0.123209698374,25.88,0.0741870429402
25.9,-0.123209698374,25.9,-0.149734812982
25.92,-0.151199930364,25.92,-0.149734812982
25.94,-0.123209698374,25.94,-0.177725044972
25.96,-0.0672292343932,25.96,-0.149734812982
25.98,-0.123209698374,25.98,-0.233705508952
26,-0.123209698374,26,-0.345666436913
26.02,-0.0952194663834,26.02,-0.289685972933
26.04,-0.0112487704127,26.04,-0.205715276962
26.06,0.0447316935678,26.06,-0.345666436913
26.08,0.0167414615775,26.08,-0.345666436913
26.1,0.072721925558,26.1,-0.429637132884
26.12,0.128702389538,26.12,-0.429637132884
26.14,0.100712157548,26.14,-0.373656668904
26.16,0.212673085509,26.16,-0.429637132884
26.18,0.100712157548,26.18,-0.317676204923
26.2,0.212673085509,26.2,-0.513607828855
26.22,0.184682853519,26.22,-0.457627364874
26.24,0.184682853519,26.24,-0.429637132884
26.26,0.26865354949,26.26,-0.429637132884
26.28,0.184682853519,26.28,-0.541598060845
26.3,0.212673085509,26.3,-0.457627364874
26.32,0.184682853519,26.32,-0.457627364874
26.34,0.212673085509,26.34,-0.457627364874
26.36,0.156692621529,26.36,-0.429637132884
26.38,0.128702389538,26.38,-0.345666436913
26.4,0.156692621529,26.4,-0.345666436913
26.42,0.128702389538,26.42,-0.289685972933
26.44,0.184682853519,26.44,-0.261695740943
26.46,0.156692621529,26.46,-0.177725044972
26.48,0.156692621529,26.48,-0.345666436913
26.5,0.156692621529,26.5,-0.289685972933
26.52,0.156692621529,26.52,-0.233705508952
26.54,0.184682853519,26.54,-0.233705508952
26.56,0.100712157548,26.56,-0.233705508952
26.58,0.100712157548,26.58,-0.205715276962
26.6,0.072721925558,26.6,-0.205715276962
26.62,0.100712157548,26.62,-0.00978365303054
26.64,0.072721925558,26.64,-0.205715276962
26.66,0.0167414615775,26.66,-0.065764117011
26.68,0.0167414615775,26.68,-0.121744580991
26.7,0.0167414615775,26.7,-0.149734812982
26.72,0.0447316935678,26.72,-0.177725044972
26.74,0.128702389538,26.74,0.0461968109499
26.76,-0.0392390024029,26.76,0.10217727493
26.78,0.0447316935678,26.78,-0.065764117011
26.8,0.0167414615775,26.8,0.0741870429402
26.82,-0.0392390024029,26.82,-0.00978365303054
26.84,-0.0672292343932,26.84,0.130167506921
26.86,-0.0952194663834,26.86,0.0182065789597
26.88,-0.123209698374,26.88,0.0461968109499
26.9,-0.179190162354,26.9,-0.0377738850208
26.92,-0.0672292343932,26.92,0.10217727493
26.94,-0.235170626335,26.94,0.158157738911
26.96,-0.151199930364,26.96,0.186147970901
26.98,-0.207180394344,26.98,0.242128434882
27,-0.179190162354,27,0.214138202891
27.02,-0.207180394344,27.02,0.186147970901
27.04,-0.151199930364,27.04,0.270118666872
27.06,-0.235170626335,27.06,0.242128434882
27.08,-0.375121786286,27.08,0.242128434882
27.1,-0.487082714247,27.1,0.270118666872
27.12,-0.459092482256,27.12,0.270118666872
27.14,-0.515072946237,27.14,0.242128434882
27.16,-0.431102250266,27.16,0.326099130852
27.18,-0.487082714247,27.18,0.270118666872
27.2,-0.487082714247,27.2,0.242128434882
27.22,-0.515072946237,27.22,0.326099130852
27.24,-0.487082714247,27.24,0.242128434882
27.26,-0.459092482256,27.26,0.270118666872
27.28,-0.431102250266,27.28,0.214138202891
27.3,-0.459092482256,27.3,0.242128434882
27.32,-0.571053410217,27.32,0.270118666872
27.34,-0.571053410217,27.34,0.214138202891
27.36,-0.571053410217,27.36,0.214138202891
27.38,-0.599043642208,27.38,0.130167506921
27.4,-0.599043642208,27.4,0.186147970901
27.42,-0.571053410217,27.42,0.214138202891
27.44,-0.599043642208,27.44,0.10217727493
27.46,-0.627033874198,27.46,0.186147970901
27.48,-0.571053410217,27.48,0.214138202891
27.5,-0.543063178227,27.5,0.186147970901
27.52,-0.543063178227,27.52,0.186147970901
27.54,-0.543063178227,27.54,0.0461968109499
27.56,-0.543063178227,27.56,0.0182065789597
27.58,-0.571053410217,27.58,0.0461968109499
27.6,-0.571053410217,27.6,0.0182065789597
27.62,-0.487082714247,27.62,0.0461968109499
27.64,-0.459092482256,27.64,0.0182065789597
27.66,-0.543063178227,27.66,0.0741870429402
27.68,-0.459092482256,27.68,0.0182065789597
27.7,-0.543063178227,27.7,-0.0377738850208
27.72,-0.459092482256,27.72,-0.065764117011
27.74,-0.599043642208,27.74,-0.065764117011
27.76,-0.515072946237,27.76,-0.00978365303054
27.78,-0.515072946237,27.78,-0.149734812982
27.8,-0.571053410217,27.8,-0.121744580991
27.82,-0.515072946237,27.82,-0.177725044972
27.84,-0.487082714247,27.84,-0.177725044972
27.86,-0.431102250266,27.86,-0.233705508952
27.88,-0.431102250266,27.88,-0.177725044972
27.9,-0.207180394344,27.9,-0.261695740943
27.92,-0.431102250266,27.92,-0.177725044972
27.94,-0.263160858325,27.94,-0.233705508952
27.96,-0.403112018276,27.96,-0.289685972933
27.98,-0.263160858325,27.98,-0.233705508952
28,-0.207180394344,28,-0.261695740943
28.02,-0.179190162354,28.02,-0.233705508952
28.04,-0.179190162354,28.04,-0.233705508952
28.06,-0.151199930364,28.06,-0.289685972933
28.08,-0.179190162354,28.08,-0.289685972933
28.1,-0.0112487704127,28.1,-0.289685972933
28.12,-0.123209698374,28.12,-0.317676204923
28.14,-0.0112487704127,28.14,-0.289685972933
28.16,-0.123209698374,28.16,-0.289685972933
28.18,-0.0672292343932,28.18,-0.261695740943
28.2,-0.0112487704127,28.2,-0.289685972933
28.22,0.0167414615775,28.22,-0.261695740943
28.24,0.0167414615775,28.24,-0.205715276962
28.26,0.072721925558,28.26,-0.177725044972
28.28,0.184682853519,28.28,-0.177725044972
28.3,0.128702389538,28.3,-0.233705508952
28.32,0.128702389538,28.32,-0.149734812982
28.34,0.184682853519,28.34,-0.149734812982
28.36,0.100712157548,28.36,-0.177725044972
28.38,0.212673085509,28.38,-0.177725044972
28.4,0.156692621529,28.4,-0.177725044972
28.42,0.240663317499,28.42,-0.149734812982
28.44,0.26865354949,28.44,-0.177725044972
28.46,0.240663317499,28.46,-0.121744580991
28.48,0.35262424546,28.48,-0.121744580991
28.5,0.26865354949,28.5,-0.121744580991
28.52,0.29664378148,28.52,-0.065764117011
28.54,0.29664378148,28.54,-0.121744580991
28.56,0.240663317499,28.56,-0.0377738850208
28.58,0.29664378148,28.58,-0.121744580991
28.6,0.26865354949,28.6,-0.00978365303054
28.62,0.212673085509,28.62,0.10217727493
28.64,0.184682853519,28.64,-0.00978365303054
28.66,0.212673085509,28.66,-0.00978365303054
28.68,0.240663317499,28.68,0.0182065789597
28.7,0.26865354949,28.7,0.0182065789597
28.72,0.212673085509,28.72,0.0741870429402
28.74,0.240663317499,28.74,0.0461968109499
28.76,0.100712157548,28.76,0.0741870429402
28.78,0.100712157548,28.78,0.0741870429402
28.8,0.184682853519,28.8,0.10217727493
28.82,0.072721925558,28.82,0.10217727493
28.84,0.128702389538,28.84,0.10217727493
28.86,0.072721925558,28.86,0.10217727493
28.88,-0.0392390024029,28.88,0.130167506921
28.9,0.0167414615775,28.9,0.0461968109499
28.92,0.0447316935678,28.92,0.242128434882
28.94,-0.207180394344,28.94,0.10217727493
28.96,-0.123209698374,28.96,0.0741870429402
28.98,-0.0112487704127,28.98,0.186147970901
29,-0.0112487704127,29,0.158157738911
29.02,-0.0952194663834,29.02,0.158157738911
29.04,-0.151199930364,29.04,0.130167506921
29.06,-0.0952194663834,29.06,0.214138202891
29.08,-0.207180394344,29.08,0.158157738911
29.1,-0.123209698374,29.1,0.130167506921
29.12,-0.179190162354,29.12,0.0741870429402
29.14,-0.235170626335,29.14,0.0741870429402
29.16,-0.291151090315,29.16,0.10217727493
29.18,-0.263160858325,29.18,0.10217727493
29.2,-0.291151090315,29.2,0.0461968109499
29.22,-0.375121786286,29.22,0.0741870429402
29.24,-0.319141322305,29.24,0.0741870429402
29.26,-0.403112018276,29.26,0.158157738911
29.28,-0.263160858325,29.28,0.10217727493
29.3,-0.403112018276,29.3,0.0741870429402
29.32,-0.515072946237,29.32,0.10217727493
29.34,-0.459092482256,29.34,0.0461968109499
29.36,-0.515072946237,29.36,0.0741870429402
29.38,-0.487082714247,29.38,0.10217727493
29.4,-0.431102250266,29.4,-0.0377738850208
29.42,-0.515072946237,29.42,0.0182065789597
29.44,-0.571053410217,29.44,-0.00978365303054
29.46,-0.515072946237,29.46,0.0182065789597
29.48,-0.599043642208,29.48,0.0182065789597
29.5,-0.627033874198,29.5,-0.00978365303054
29.52,-0.627033874198,29.52,-0.00978365303054
29.54,-0.627033874198,29.54,-0.0377738850208
29.56,-0.599043642208,29.56,-0.00978365303054
29.58,-0.655024106188,29.58,-0.0377738850208
29.6,-0.627033874198,29.6,-0.065764117011
29.62,-0.627033874198,29.62,-0.00978365303054
29.64,-0.627033874198,29.64,-0.065764117011
29.66,-0.571053410217,29.66,-0.121744580991
29.68,-0.599043642208,29.68,-0.121744580991
29.7,-0.655024106188,29.7,-0.149734812982
29.72,-0.543063178227,29.72,-0.0937543490012
29.74,-0.599043642208,29.74,-0.121744580991
29.76,-0.571053410217,29.76,-0.149734812982
29.78,-0.543063178227,29.78,-0.121744580991
29.8,-0.543063178227,29.8,-0.121744580991
29.82,-0.515072946237,29.82,-0.0937543490012
29.84,-0.543063178227,29.84,-0.149734812982
29.86,-0.543063178227,29.86,-0.121744580991
29.88,-0.487082714247,29.88,-0.0937543490012
29.9,-0.543063178227,29.9,-0.149734812982
29.92,-0.431102250266,29.92,-0.149734812982
29.94,-0.459092482256,29.94,-0.177725044972
29.96,-0.459092482256,29.96,-0.233705508952
29.98,-0.515072946237,29.98,-0.149734812982
30,-0.375121786286,30,-0.177725044972
30.02,-0.431102250266,30.02,-0.149734812982
30.04,-0.347131554295,30.04,-0.121744580991
30.06,-0.347131554295,30.06,-0.0937543490012
30.08,-0.487082714247,30.08,-0.0377738850208
30.1,-0.263160858325,30.1,-0.065764117011
30.12,-0.235170626335,30.12,-0.0937543490012
30.14,-0.235170626335,30.14,-0.0377738850208
30.16,-0.207180394344,30.16,-0.0937543490012
30.18,-0.151199930364,30.18,-0.065764117011
30.2,-0.179190162354,30.2,-0.065764117011
30.22,-0.179190162354,30.22,-0.065764117011
30.24,-0.0952194663834,30.24,-0.0937543490012
30.26,-0.179190162354,30.26,-0.065764117011
30.28,-0.0112487704127,30.28,-0.0937543490012
30.3,-0.123209698374,30.3,-0.0377738850208
30.32,-0.0952194663834,30.32,-0.0377738850208
30.34,-0.0112487704127,30.34,-0.065764117011
30.36,0.0447316935678,30.36,-0.0937543490012
30.38,0.0167414615775,30.38,-0.0377738850208
30.4,0.0167414615775,30.4,-0.065764117011
30.42,0.0447316935678,30.42,-0.065764117011
30.44,0.156692621529,30.44,-0.065764117011
30.46,0.184682853519,30.46,-0.0937543490012
30.48,0.072721925558,30.48,-0.0377738850208
30.5,0.072721925558,30.5,-0.00978365303054
30.52,0.128702389538,30.52,-0.00978365303054
30.54,0.184682853519,30.54,-0.065764117011
30.56,0.29664378148,30.56,-0.0377738850208
30.58,0.212673085509,30.58,-0.00978365303054
30.6,0.29664378148,30.6,-0.00978365303054
30.62,0.26865354949,30.62,-0.00978365303054
30.64,0.212673085509,30.64,-0.0377738850208
30.66,0.26865354949,30.66,0.0182065789597
30.68,0.29664378148,30.68,0.0182065789597
30.7,0.29664378148,30.7,-0.00978365303054
30.72,0.240663317499,30.72,-0.00978365303054
30.74,0.184682853519,30.74,0.0182065789597
30.76,0.184682853519,30.76,-0.00978365303054
30.78,0.156692621529,30.78,0.0182065789597
30.8,0.184682853519,30.8,0.0741870429402
30.82,0.212673085509,30.82,0.0461968109499
30.84,0.184682853519,30.84,0.0461968109499
30.86,0.156692621529,30.86,0.0461968109499
30.88,0.156692621529,30.88,0.0741870429402
30.9,0.128702389538,30.9,0.0182065789597
30.92,0.100712157548,30.92,0.0741870429402
30.94,0.128702389538,30.94,-0.00978365303054
30.96,0.128702389538,30.96,-0.00978365303054
30.98,0.128702389538,30.98,-0.0377738850208
31,0.100712157548,31,-0.00978365303054
31.02,0.100712157548,31.02,-0.00978365303054
31.04,0.100712157548,31.04,-0.00978365303054
31.06,0.100712157548,31.06,-0.00978365303054
31.08,-0.0392390024029,31.08,-0.00978365303054
31.1,0.0167414615775,31.1,-0.00978365303054
31.12,0.0167414615775,31.12,-0.00978365303054
31.14,-0.0952194663834,31.14,0.0461968109499
31.16,-0.0112487704127,31.16,0.0182065789597
31.18,-0.123209698374,31.18,-0.0377738850208
31.2,-0.179190162354,31.2,-0.00978365303054
31.22,-0.151199930364,31.22,-0.0377738850208
31.24,-0.123209698374,31.24,-0.00978365303054
31.26,-0.151199930364,31.26,-0.065764117011
31.28,-0.207180394344,31.28,0.0182065789597
31.3,-0.263160858325,31.3,-0.00978365303054
31.32,-0.207180394344,31.32,-0.0377738850208
31.34,-0.263160858325,31.34,-0.00978365303054
31.36,-0.235170626335,31.36,-0.0377738850208
31.38,-0.263160858325,31.38,-0.00978365303054
31.4,-0.319141322305,31.4,-0.0377738850208
31.42,-0.375121786286,31.42,-0.065764117011
31.44,-0.375121786286,31.44,-0.0377738850208
31.46,-0.403112018276,31.46,-0.0377738850208
31.48,-0.347131554295,31.48,-0.121744580991
31.5,-0.375121786286,31.5,-0.0937543490012
31.52,-0.347131554295,31.52,-0.065764117011
31.54,-0.543063178227,31.54,-0.0937543490012
31.56,-0.347131554295,31.56,-0.065764117011
31.58,-0.431102250266,31.58,-0.0937543490012
31.6,-0.403112018276,31.6,-0.0377738850208
31.62,-0.459092482256,31.62,-0.065764117011
31.64,-0.571053410217,31.64,-0.0377738850208
31.66,-0.599043642208,31.66,-0.0377738850208
31.68,-0.571053410217,31.68,-0.0377738850208
31.7,-0.543063178227,31.7,-0.0377738850208
31.72,-0.543063178227,31.72,-0.065764117011
31.74,-0.543063178227,31.74,-0.065764117011
31.76,-0.599043642208,31.76,-0.0937543490012
31.78,-0.599043642208,31.78,-0.0937543490012
31.8,-0.543063178227,31.8,-0.0937543490012
31.82,-0.599043642208,31.82,-0.065764117011
31.84,-0.571053410217,31.84,-0.065764117011
31.86,-0.543063178227,31.86,-0.0377738850208
31.88,-0.515072946237,31.88,-0.0377738850208
31.9,-0.515072946237,31.9,-0.0377738850208
31.92,-0.543063178227,31.92,-0.0377738850208
31.94,-0.543063178227,31.94,-0.065764117011
31.96,-0.543063178227,31.96,-0.00978365303054
31.98,-0.487082714247,31.98,-0.0377738850208
32,-0.487082714247,32,-0.0377738850208
32.02,-0.543063178227,32.02,-0.065764117011
32.04,-0.459092482256,32.04,-0.065764117011
32.06,-0.515072946237,32.06,-0.0377738850208
32.08,-0.431102250266,32.08,-0.065764117011
32.1,-0.431102250266,32.1,-0.0377738850208
32.12,-0.459092482256,32.12,-0.0377738850208
32.14,-0.515072946237,32.14,-0.0377738850208
32.16,-0.375121786286,32.16,-0.0377738850208
32.18,-0.375121786286,32.18,-0.00978365303054
32.2,-0.375121786286,32.2,-0.065764117011
32.22,-0.347131554295,32.22,-0.0377738850208
32.24,-0.347131554295,32.24,-0.065764117011
32.26,-0.459092482256,32.26,-0.065764117011
32.28,-0.319141322305,32.28,-0.0377738850208
32.3,-0.375121786286,32.3,-0.065764117011
32.32,-0.207180394344,32.32,-0.065764117011
32.34,-0.179190162354,32.34,-0.0377738850208
32.36,-0.207180394344,32.36,-0.0377738850208
32.38,-0.207180394344,32.38,-0.0377738850208
32.4,-0.123209698374,32.4,-0.065764117011
32.42,-0.123209698374,32.42,-0.065764117011
32.44,-0.123209698374,32.44,-0.0937543490012
32.46,-0.179190162354,32.46,-0.00978365303054
32.48,-0.0952194663834,32.48,-0.065764117011
32.5,-0.123209698374,32.5,-0.0377738850208
32.52,-0.0392390024029,32.52,-0.0937543490012
32.54,-0.0672292343932,32.54,-0.0377738850208
32.56,0.0167414615775,32.56,-0.0377738850208
32.58,-0.0112487704127,32.58,-0.0377738850208
32.6,-0.0672292343932,32.6,-0.0377738850208
32.62,-0.0392390024029,32.62,-0.0377738850208
32.64,-0.0952194663834,32.64,-0.00978365303054
32.66,0.0447316935678,32.66,-0.0377738850208
32.68,0.072721925558,32.68,-0.0377738850208
32.7,0.128702389538,32.7,-0.065764117011
32.72,-0.0112487704127,32.72,-0.00978365303054
32.74,0.156692621529,32.74,-0.0377738850208
32.76,0.072721925558,32.76,-0.0377738850208
32.78,0.156692621529,32.78,-0.065764117011
32.8,0.128702389538,32.8,-0.065764117011
32.82,0.156692621529,32.82,-0.065764117011
32.84,0.156692621529,32.84,-0.065764117011
32.86,0.100712157548,32.86,-0.0377738850208
32.88,0.156692621529,32.88,-0.065764117011
32.9,0.184682853519,32.9,-0.0377738850208
32.92,0.184682853519,32.92,-0.065764117011
32.94,0.184682853519,32.94,-0.0937543490012
32.96,0.184682853519,32.96,-0.065764117011
32.98,0.184682853519,32.98,-0.065764117011
33,0.128702389538,33,-0.0377738850208
33.02,0.128702389538,33.02,-0.065764117011
33.04,0.128702389538,33.04,-0.00978365303054
33.06,0.072721925558,33.06,-0.065764117011
33.08,0.128702389538,33.08,-0.00978365303054
33.1,0.128702389538,33.1,-0.065764117011
33.12,0.100712157548,33.12,-0.0377738850208
33.14,0.0167414615775,33.14,-0.065764117011
33.16,0.128702389538,33.16,-0.00978365303054
33.18,0.100712157548,33.18,-0.0377738850208
33.2,0.100712157548,33.2,-0.0377738850208
33.22,0.0167414615775,33.22,-0.0377738850208
33.24,0.072721925558,33.24,-0.00978365303054
33.26,0.0447316935678,33.26,-0.00978365303054
33.28,0.0447316935678,33.28,-0.065764117011
33.3,-0.0112487704127,33.3,-0.0377738850208
33.32,-0.0392390024029,33.32,-0.0377738850208
33.34,-0.0672292343932,33.34,-0.0377738850208
33.36,-0.0952194663834,33.36,-0.065764117011
33.38,-0.179190162354,33.38,-0.0377738850208
33.4,-0.0672292343932,33.4,-0.065764117011
33.42,-0.0392390024029,33.42,-0.0377738850208
33.44,0.072721925558,33.44,-0.00978365303054
33.46,-0.151199930364,33.46,-0.0377738850208
33.48,-0.179190162354,33.48,-0.0377738850208
33.5,-0.123209698374,33.5,-0.065764117011
33.52,-0.235170626335,33.52,-0.0377738850208
33.54,-0.179190162354,33.54,-0.065764117011
33.56,-0.319141322305,33.56,-0.065764117011
33.58,-0.319141322305,33.58,-0.00978365303054
33.6,-0.347131554295,33.6,-0.065764117011
33.62,-0.263160858325,33.62,-0.00978365303054
33.64,-0.235170626335,33.64,-0.065764117011
33.66,-0.319141322305,33.66,-0.065764117011
33.68,-0.319141322305,33.68,-0.00978365303054
33.7,-0.291151090315,33.7,-0.0377738850208
33.72,-0.375121786286,33.72,-0.00978365303054
33.74,-0.431102250266,33.74,-0.065764117011
33.76,-0.347131554295,33.76,-0.00978365303054
33.78,-0.347131554295,33.78,-0.0377738850208
33.8,-0.375121786286,33.8,-0.0377738850208
33.82,-0.319141322305,33.82,-0.065764117011
33.84,-0.431102250266,33.84,-0.065764117011
33.86,-0.431102250266,33.86,-0.065764117011
33.88,-0.487082714247,33.88,-0.0377738850208
33.9,-0.515072946237,33.9,-0.0377738850208
33.92,-0.459092482256,33.92,-0.065764117011
33.94,-0.459092482256,33.94,-0.0377738850208
33.96,-0.515072946237,33.96,-0.0377738850208
33.98,-0.487082714247,33.98,-0.065764117011
34,-0.487082714247,34,-0.0377738850208
34.02,-0.543063178227,34.02,-0.0377738850208
34.04,-0.543063178227,34.04,-0.00978365303054
34.06,-0.515072946237,34.06,-0.065764117011
34.08,-0.543063178227,34.08,-0.065764117011
34.1,-0.487082714247,34.1,-0.065764117011
34.12,-0.543063178227,34.12,-0.065764117011
34.14,-0.515072946237,34.14,-0.0377738850208
34.16,-0.515072946237,34.16,-0.065764117011
34.18,-0.515072946237,34.18,-0.0377738850208
34.2,-0.487082714247,34.2,-0.0377738850208
34.22,-0.459092482256,34.22,-0.065764117011
34.24,-0.459092482256,34.24,-0.0377738850208
34.26,-0.431102250266,34.26,-0.0377738850208
34.28,-0.487082714247,34.28,-0.065764117011
34.3,-0.431102250266,34.3,-0.0377738850208
34.32,-0.487082714247,34.32,-0.0377738850208
34.34,-0.487082714247,34.34,-0.065764117011
34.36,-0.459092482256,34.36,-0.0377738850208
34.38,-0.375121786286,34.38,-0.065764117011
34.4,-0.431102250266,34.4,-0.0377738850208
34.42,-0.487082714247,34.42,-0.0377738850208
34.44,-0.431102250266,34.44,-0.0937543490012
34.46,-0.459092482256,34.46,-0.0377738850208
34.48,-0.319141322305,34.48,-0.065764117011
34.5,-0.375121786286,34.5,-0.0377738850208
34.52,-0.319141322305,34.52,-0.0377738850208
34.54,-0.347131554295,34.54,-0.0377738850208
34.56,-0.207180394344,34.56,-0.0377738850208
34.58,-0.263160858325,34.58,-0.0377738850208
34.6,-0.319141322305,34.6,-0.00978365303054
34.62,-0.179190162354,34.62,-0.065764117011
34.64,-0.291151090315,34.64,-0.0377738850208
34.66,-0.207180394344,34.66,-0.0377738850208
34.68,-0.207180394344,34.68,-0.065764117011
34.7,-0.179190162354,34.7,-0.065764117011
34.72,-0.179190162354,34.72,-0.0377738850208
34.74,-0.179190162354,34.74,-0.0377738850208
34.76,-0.123209698374,34.76,-0.065764117011
34.78,-0.151199930364,34.78,-0.0377738850208
34.8,-0.0672292343932,34.8,-0.0377738850208
34.82,-0.0392390024029,34.82,-0.0377738850208
34.84,-0.0392390024029,34.84,-0.0377738850208
34.86,0.0167414615775,34.86,-0.0377738850208
34.88,-0.0952194663834,34.88,-0.065764117011
34.9,0.0167414615775,34.9,-0.00978365303054
34.92,0.0167414615775,34.92,-0.0377738850208
34.94,-0.0392390024029,34.94,-0.065764117011
34.96,0.072721925558,34.96,-0.00978365303054
34.98,0.100712157548,34.98,-0.065764117011
35,0.26865354949,35,-0.0377738850208
35.02,0.072721925558,35.02,-0.0377738850208
35.04,0.0447316935678,35.04,-0.00978365303054
35.06,0.128702389538,35.06,-0.0377738850208
35.08,0.100712157548,35.08,-0.00978365303054
35.1,0.26865354949,35.1,-0.0377738850208
35.12,0.100712157548,35.12,-0.0377738850208
35.14,0.184682853519,35.14,-0.0377738850208
35.16,0.128702389538,35.16,-0.065764117011
35.18,0.100712157548,35.18,-0.065764117011
35.2,0.128702389538,35.2,-0.0377738850208
35.22,0.156692621529,35.22,-0.065764117011
35.24,0.128702389538,35.24,-0.065764117011
35.26,0.100712157548,35.26,-0.0377738850208
35.28,0.128702389538,35.28,-0.0377738850208
35.3,0.100712157548,35.3,-0.0377738850208
35.32,0.100712157548,35.32,-0.0377738850208
35.34,0.128702389538,35.34,-0.0377738850208
35.36,0.128702389538,35.36,-0.065764117011
35.38,0.128702389538,35.38,-0.0377738850208
35.4,0.0447316935678,35.4,-0.065764117011
35.42,0.100712157548,35.42,-0.065764117011
35.44,0.0167414615775,35.44,-0.0377738850208
35.46,0.072721925558,35.46,-0.0377738850208
35.48,0.0167414615775,35.48,-0.065764117011
